"sku";"gu_vpe";"ean";"STATUS"
"67368";"1.00";"8033874020432";"1"
"67369";"1.00";"8033874020418";"1"
"67370";"1.00";"8020340000012";"1"
"67371";"1.00";"8020340000029";"1"
"67372";"1.00";"8020340000036";"1"
"67373";"1.00";"8020340000104";"1"
"67374";"1.00";"8020340000142";"1"
"67375";"1.00";"8020340000197";"1"
"67376";"1.00";"8020340000227";"1"
"67377";"1.00";"8020340000241";"1"
"67378";"1.00";"8020340000258";"1"
"67379";"1.00";"8020340000289";"1"
"67380";"1.00";"8020340000296";"1"
"67381";"1.00";"8020340000418";"1"
"67382";"1.00";"8020340000500";"1"
"67383";"1.00";"8020340000579";"1"
"67384";"1.00";"8018338007785";"1"
"67385";"1.00";"8018338004456";"1"
"67386";"1.00";"8018338004227";"1"
"67387";"1.00";"8018338005620";"1"
"67388";"1.00";"8018338005514";"1"
"67389";"1.00";"8018338005453";"1"
"67390";"1.00";"8018338009185";"1"
"67391";"1.00";"8018338005354";"1"
"67392";"1.00";"8018338007105";"1"
"67393";"1.00";"8018338009178";"1"
"67394";"1.00";"8033874020463";"1"
"67395";"1.00";"8033874020487";"1"
"67395";"1.00";"67395";"0"
"67396";"1.00";"8020340001774";"1"
"67397";"1.00";"8016060525010";"1"
"67398";"1.00";"8016060012503";"1"
"67399";"1.00";"8020340000340";"1"
"67400";"1.00";"67400";"0"
"67400";"1.00";"8391135674009";"1"
"67401";"1.00";"67401";"0"
"67401";"1.00";"8391135674016";"1"
"67402";"1.00";"8018338007365";"1"
"67402";"1.00";"8018338001400";"0"
"67402";"1.00";"8018338004906";"0"
"67403";"1.00";"67403";"0"
"67403";"1.00";"8018338008461";"1"
"67404";"1.00";"67404";"0"
"67404";"1.00";"8011780018729";"1"
"67405";"1.00";"67405";"0"
"67405";"1.00";"8011780051887";"1"
"67406";"1.00";"67406";"0"
"67406";"1.00";"8020340000203";"1"
"67407";"1.00";"8003892002116";"1"
"67408";"1.00";"8003892000228";"1"
"67409";"1.00";"8003892014096";"1"
"67410";"1.00";"8003892002024";"1"
"67411";"1.00";"8003892007432";"1"
"67412";"1.00";"67412";"0"
"67412";"1.00";"8003892013730";"1"
"67413";"1.00";"8033874027301";"1"
"67414";"1.00";"8033874027066";"1"
"67415";"1.00";"8033874027240";"1"
"67416";"1.00";"8026398005511";"1"
"67417";"1.00";"8026398005528";"1"
"67418";"1.00";"8026398005535";"1"
"67419";"1.00";"8026398005566";"1"
"67420";"1.00";"8003892000921";"1"
"67421";"1.00";"8003892006671";"1"
"67422";"1.00";"8003892006411";"1"
"67423";"1.00";"8003892006466";"1"
"67424";"1.00";"8033874020135";"1"
"67425";"1.00";"8033874027332";"1"
"67426";"1.00";"8033874020142";"1"
"67431";"1.00";"67431";"1"
"67432";"1.00";"67432";"1"
"67433";"1.00";"67433";"1"
"67434";"1.00";"67434";"1"
"68001";"1.00";"8001420000788";"1"
"68002";"1.00";"8001420003086";"1"
"68003";"1.00";"8001420003697";"1"
"68004";"1.00";"8001420003666";"1"
"68005";"1.00";"8001860920110";"1"
"68006";"1.00";"68006";"1"
"68007";"1.00";"8007023101099";"1"
"68008";"1.00";"8011346000106";"1"
"68009";"1.00";"8391135680093";"1"
"68010";"1.00";"8002213000848";"1"
"68011";"1.00";"8002213000725";"1"
"68013";"1.00";"8003000117008";"1"
"68014";"1.00";"8001160000505";"1"
"68015";"1.00";"8001655001017";"1"
"68016";"1.00";"8001860010019";"1"
"68017";"1.00";"8001860201011";"1"
"68018";"1.00";"8002058000027";"1"
"68019";"1.00";"8003000017605";"1"
"68020";"1.00";"8003000122804";"1"
"68021";"1.00";"8003086000171";"1"
"68022";"1.00";"8007803000024";"1"
"68023";"1.00";"68023";"1"
"68024";"1.00";"8001923450134";"1"
"68025";"1.00";"8001923502017";"1"
"68026";"1.00";"8391135680260";"1"
"68027";"1.00";"8391135680277";"1"
"68028";"1.00";"8391135680284";"1"
"68029";"1.00";"8391135680291";"1"
"68030";"1.00";"8000318000145";"1"
"68031";"1.00";"8001923000063";"1"
"68032";"1.00";"8001923450110";"1"
"68033";"1.00";"8007232000107";"1"
"68034";"1.00";"8000193000452";"1"
"68035";"1.00";"8000193000490";"1"
"68036";"1.00";"8000193000445";"1"
"68037";"1.00";"8018370001802";"1"
"68038";"1.00";"8018370001789";"1"
"68039";"1.00";"8033315450095";"1"
"68040";"1.00";"7640106267131";"1"
"68041";"1.00";"8034034830038";"1"
"68042";"1.00";"8034034830045";"1"
"68043";"1.00";"8034034830052";"1"
"68044";"1.00";"8034034830069";"1"
"68045";"1.00";"8034034830014";"1"
"68046";"1.00";"8034034830021";"1"
"68047";"1.00";"8391135680475";"1"
"68048";"1.00";"8000432023051";"1"
"68049";"1.00";"8008011007034";"1"
"68050";"1.00";"8391135680505";"1"
"68051";"1.00";"8391135680512";"1"
"68052";"1.00";"8391135680529";"1"
"68053";"1.00";"8391135680536";"1"
"68054";"1.00";"8004671000316";"1"
"68055";"1.00";"80025825";"1"
"68056";"1.00";"8002580028605";"1"
"68057";"1.00";"8014601026354";"1"
"68058";"1.00";"8014601028747";"1"
"68059";"1.00";"8014601999870";"1"
"68060";"1.00";"8002580010488";"1"
"68061";"1.00";"8002580010495";"1"
"68062";"1.00";"8000439101332";"1"
"68063";"1.00";"8002060110110";"1"
"68064";"1.00";"8000439101707";"1"
"68065";"1.00";"8391135680659";"1"
"68066";"1.00";"8391135680666";"1"
"68067";"1.00";"8391135680673";"1"
"68068";"1.00";"8391135680680";"1"
"68069";"1.00";"8033100278248";"1"
"68070";"1.00";"8000193000759";"1"
"68071";"1.00";"8007023401038";"1"
"68072";"1.00";"8029494010106";"1"
"68073";"1.00";"8001250861610";"1"
"68074";"1.00";"8033100278217";"1"
"68075";"1.00";"8391135680758";"1"
"68076";"1.00";"8009580152774";"1"
"68077";"1.00";"8009580143079";"1"
"68078";"1.00";"8009580153078";"1"
"68079";"1.00";"8001923000056";"1"
"68080";"1.00";"8001923350113";"1"
"68081";"1.00";"8030853083235";"1"
"68082";"1.00";"8026198012504";"1"
"68083";"1.00";"68083";"0"
"68083";"1.00";"8391135680833";"1"
"68084";"1.00";"8010664000072";"1"
"68085";"1.00";"8010664000010";"1"
"68086";"1.00";"8014601027153";"1"
"68087";"1.00";"8014601034168";"1"
"68088";"1.00";"8033315651966";"1"
"68089";"1.00";"8391135680895";"1"
"68090";"1.00";"8003000362705";"1"
"68091";"1.00";"8033576540016";"1"
"68092";"1.00";"8033576540023";"1"
"68093";"1.00";"68093";"0"
"68093";"1.00";"8391135680932";"1"
"68094";"1.00";"8033576540689";"1"
"68095";"1.00";"68095";"0"
"68095";"1.00";"8033576540962";"1"
"68096";"1.00";"68096";"0"
"68096";"1.00";"8033576540672";"1"
"68097";"1.00";"68097";"0"
"68097";"1.00";"8033576540115";"1"
"68098";"1.00";"8033576540696";"1"
"68099";"1.00";"8033576540702";"1"
"68100";"1.00";"68100";"0"
"68100";"1.00";"8033576540733";"1"
"68101";"1.00";"8033576541129";"1"
"68102";"1.00";"68102";"1"
"68103";"1.00";"8033576540146";"1"
"68104";"1.00";"8014601250735";"1"
"68105";"1.00";"8000193000766";"1"
"68106";"1.00";"8000193000476";"1"
"68107";"1.00";"8000193000797";"1"
"68108";"1.00";"8003000368103";"1"
"68109";"1.00";"8032891201312";"1"
"68110";"1.00";"68110";"1"
"68111";"1.00";"8011346000021";"1"
"68112";"1.00";"8011804000518";"1"
"68113";"1.00";"8000193000780";"1"
"68114";"1.00";"8000193000865";"1"
"68115";"1.00";"8000193000858";"1"
"68116";"1.00";"68116";"1"
"68117";"1.00";"8014601250803";"1"
"68118";"1.00";"8014601014535";"1"
"68119";"1.00";"68119";"0"
"68119";"1.00";"8391135681199";"1"
"68120";"1.00";"68120";"0"
"68120";"1.00";"8391135681205";"1"
"70001";"1.00";"8000350002244";"1"
"70002";"1.00";"8000350002251";"1"
"70003";"1.00";"8076809527576";"1"
"70005";"1.00";"8076809529969";"1"
"70006";"1.00";"8001405013017";"1"
"70007";"1.00";"8000090006731";"1"
"70008";"1.00";"8013355999341";"1"
"70011";"1.00";"8003490037305";"1"
"70013";"1.00";"8001405025102";"1"
"70014";"1.00";"8001405005012";"1"
"70015";"1.00";"8001405013031";"1"
"70016";"1.00";"8076809530804";"1"
"70017";"1.00";"8076809527569";"1"
"70018";"1.00";"8003490033703";"1"
"70020";"1.00";"8076809520003";"1"
"70021";"1.00";"8001405023009";"1"
"70022";"1.00";"8032880801035";"1"
"70023";"1.00";"8005803010371";"1"
"70024";"1.00";"8001405015608";"1"
"70025";"1.00";"8001405068147";"1"
"70026";"1.00";"8001405068161";"1"
"70027";"1.00";"8001405068208";"1"
"70028";"1.00";"8001405068222";"1"
"70029";"1.00";"8003490037602";"1"
"70030";"1.00";"8003726000035";"1"
"70031";"1.00";"8007080000717";"1"
"70032";"1.00";"8007080000724";"1"
"70033";"1.00";"8007080000731";"1"
"70034";"1.00";"8009086101009";"1"
"70035";"1.00";"8009155016012";"1"
"70036";"1.00";"8009155029012";"1"
"70037";"1.00";"8009155060107";"1"
"70038";"1.00";"8009280002522";"1"
"70039";"1.00";"8009280002751";"1"
"70040";"1.00";"8012678000345";"1"
"70041";"1.00";"8013355998290";"1"
"70042";"1.00";"8013355998375";"1"
"70043";"1.00";"8076809502443";"1"
"70044";"1.00";"8076809525039";"1"
"70045";"1.00";"8076809529709";"1"
"70046";"1.00";"8033123350389";"1"
"70047";"1.00";"8033123351607";"1"
"70048";"1.00";"8391135700487";"1"
"70049";"1.00";"8391135700494";"1"
"70050";"1.00";"8391135700500";"1"
"70051";"1.00";"8391135700517";"1"
"70052";"1.00";"8391135700524";"1"
"70053";"1.00";"8391135700531";"1"
"70054";"1.00";"8391135700548";"1"
"70055";"1.00";"8391135700555";"1"
"70056";"1.00";"8391135700562";"1"
"70057";"1.00";"8391135700579";"1"
"70058";"1.00";"8391135700586";"1"
"70059";"1.00";"8391135700593";"1"
"70060";"1.00";"8391135700609";"1"
"70061";"1.00";"8391135700616";"1"
"70062";"1.00";"8391135700623";"1"
"70063";"1.00";"8014941030080";"1"
"70064";"1.00";"8014941030127";"1"
"70065";"1.00";"8014941030134";"1"
"70066";"1.00";"8014941030103";"1"
"70067";"1.00";"8001644040065";"1"
"70068";"1.00";"8003490033406";"1"
"70069";"1.00";"8010463000808";"1"
"70070";"1.00";"8010463009542";"1"
"70071";"1.00";"8010463000907";"1"
"70072";"1.00";"8006165376006";"1"
"70073";"1.00";"8006165376013";"1"
"70074";"1.00";"8006165376020";"1"
"70075";"1.00";"8006837000307";"1"
"70076";"1.00";"8391135700760";"1"
"70077";"1.00";"8391135700777";"1"
"70078";"1.00";"8391135700784";"1"
"70079";"1.00";"8391135700791";"1"
"70080";"1.00";"8391135700807";"1"
"70081";"1.00";"8391135700814";"1"
"70082";"1.00";"8391135700821";"1"
"70083";"1.00";"8391135700838";"1"
"70084";"1.00";"8391135700845";"1"
"70085";"1.00";"8391135700951";"1"
"70086";"1.00";"8008755000483";"1"
"70087";"1.00";"8008755003392";"1"
"70088";"1.00";"8004384000740";"1"
"70089";"1.00";"8004384000993";"1"
"70090";"1.00";"8004384000757";"1"
"70091";"1.00";"8004384000986";"1"
"70092";"1.00";"8016403100300";"1"
"70092";"1.00";"8016403100232";"0"
"70093";"1.00";"8032532380451";"1"
"70094";"1.00";"8391135700944";"1"
"70095";"1.00";"8027269040396";"1"
"70095";"1.00";"8027269185103";"0"
"70096";"1.00";"8027269185127";"1"
"70097";"1.00";"8032532380475";"1"
"70098";"1.00";"8391135700982";"1"
"70099";"1.00";"8032532380499";"1"
"70100";"1.00";"8009973500755";"1"
"70101";"1.00";"8009973500731";"1"
"70102";"1.00";"8009973500748";"1"
"70103";"1.00";"8009973500762";"1"
"70104";"1.00";"8009973500724";"1"
"70105";"1.00";"8000571000029";"1"
"70106";"1.00";"8000571000128";"1"
"70107";"1.00";"8000571000081";"1"
"70108";"1.00";"8000571000333";"1"
"70109";"1.00";"4041392086964";"1"
"70110";"1.00";"8391135701101";"1"
"70111";"1.00";"4041392086988";"1"
"70112";"1.00";"8005360001447";"1"
"70113";"1.00";"4041392086421";"1"
"70114";"1.00";"8013108205651";"1"
"70115";"1.00";"8013108597145";"1"
"70116";"1.00";"8013108595387";"1"
"70117";"1.00";"8013108610691";"1"
"70118";"1.00";"8013108606700";"1"
"70119";"1.00";"4041392066713";"1"
"70120";"1.00";"4041392066805";"1"
"70121";"1.00";"8391135701217";"1"
"70122";"1.00";"8032880770751";"1"
"70123";"1.00";"8032880770782";"1"
"70124";"1.00";"8032880770324";"1"
"70125";"1.00";"8017490050882";"1"
"70126";"1.00";"8017490050875";"1"
"70127";"1.00";"8017490050943";"1"
"70128";"1.00";"8017490050929";"1"
"70129";"1.00";"8017490050912";"1"
"70130";"1.00";"8006287001701";"1"
"70131";"1.00";"8026125000109";"1"
"70132";"1.00";"8391135701323";"1"
"70133";"1.00";"8014941000021";"1"
"70134";"1.00";"8014941000014";"1"
"70135";"1.00";"8014941000069";"1"
"70136";"1.00";"8013108500893";"1"
"70137";"1.00";"8033102690086";"1"
"70138";"1.00";"8033102690062";"1"
"70139";"1.00";"8033102690079";"1"
"70140";"1.00";"8033102690055";"1"
"70141";"1.00";"8001644030059";"1"
"70142";"1.00";"8033102690741";"1"
"70143";"1.00";"8391135701439";"1"
"70144";"1.00";"8027269142755";"1"
"70145";"1.00";"8031148000548";"1"
"70145";"1.00";"8031148000654";"0"
"70146";"1.00";"8002333009486";"1"
"70147";"1.00";"8002333007918";"1"
"70148";"1.00";"8002333009721";"1"
"70149";"1.00";"8032880770690";"1"
"70150";"1.00";"8032880770522";"1"
"70151";"1.00";"8013108412219";"1"
"70152";"1.00";"8013108412226";"1"
"70153";"1.00";"8017490050905";"1"
"70154";"1.00";"8017490050936";"1"
"70155";"1.00";"8029404004119";"1"
"70156";"1.00";"8023137107710";"1"
"70157";"1.00";"8023137222222";"1"
"70158";"1.00";"8023137444440";"1"
"70159";"1.00";"8023137061005";"1"
"70160";"1.00";"8016403100164";"1"
"70161";"1.00";"8006837001373";"1"
"70162";"1.00";"8032880801059";"1"
"70163";"1.00";"8033100804089";"1"
"70164";"1.00";"8033100804102";"1"
"70165";"1.00";"70165";"1"
"70166";"1.00";"70166";"1"
"70167";"1.00";"70167";"0"
"70167";"1.00";"8391135701675";"1"
"70168";"1.00";"8032697230202";"1"
"70168";"1.00";"70168";"0"
"70169";"1.00";"8032697230233";"1"
"70170";"1.00";"8032697230240";"1"
"70171";"1.00";"8032697230264";"1"
"70172";"1.00";"8032697230288";"1"
"70173";"1.00";"8032697230295";"1"
"70174";"1.00";"8006287000759";"1"
"70175";"1.00";"70175";"1"
"70176";"1.00";"70176";"1"
"70177";"1.00";"70177";"1"
"70178";"1.00";"70178";"1"
"70179";"1.00";"70179";"1"
"70180";"1.00";"70180";"1"
"70181";"1.00";"70181";"1"
"70182";"1.00";"70182";"0"
"70182";"1.00";"8391135701828";"1"
"70183";"1.00";"70183";"0"
"70183";"1.00";"8391135701835";"1"
"70184";"1.00";"70184";"0"
"70184";"1.00";"8391135701842";"1"
"70185";"1.00";"70185";"0"
"70185";"1.00";"8391135701859";"1"
"70186";"1.00";"70186";"0"
"70186";"1.00";"8391135701866";"1"
"70187";"1.00";"70187";"0"
"70187";"1.00";"8391135701873";"1"
"70188";"1.00";"70188";"0"
"70188";"1.00";"8391135701880";"1"
"70189";"1.00";"70189";"0"
"70189";"1.00";"8391135701897";"1"
"70190";"1.00";"70190";"1"
"70191";"1.00";"70191";"0"
"70191";"1.00";"8391135701910";"1"
"70192";"1.00";"70192";"1"
"70193";"1.00";"70193";"0"
"70193";"1.00";"8391135701934";"1"
"70194";"1.00";"8026398001810";"1"
"70195";"1.00";"8026398001827";"1"
"70196";"1.00";"8026398001834";"1"
"70197";"1.00";"8026398001858";"1"
"70198";"1.00";"8026398001889";"1"
"70199";"1.00";"8026398004149";"1"
"70200";"1.00";"8026398005016";"1"
"70201";"1.00";"8026398005047";"1"
"70202";"1.00";"8026398004200";"1"
"70203";"1.00";"8026398007010";"1"
"70204";"1.00";"8026398008017";"1"
"70205";"1.00";"8026398007119";"1"
"70206";"1.00";"8391135702061";"1"
"70207";"1.00";"8026398004613";"1"
"70208";"1.00";"8026398005061";"1"
"70209";"1.00";"8021299992571";"1"
"70210";"1.00";"8021299992540";"1"
"70211";"1.00";"8021299992380";"1"
"70212";"1.00";"8021299992403";"1"
"70213";"1.00";"8021299992427";"1"
"70214";"1.00";"8021299992595";"1"
"71001";"1.00";"8003712000056";"1"
"71002";"1.00";"8005510002515";"1"
"71003";"1.00";"8391135710035";"1"
"71004";"1.00";"8007153005595";"1"
"71005";"1.00";"8006705040145";"1"
"71006";"1.00";"8005510001822";"1"
"71007";"1.00";"8391135710073";"1"
"71008";"1.00";"8000188201017";"1"
"71009";"1.00";"8000201000566";"1"
"71010";"1.00";"8001243100108";"1"
"71011";"1.00";"8002470000995";"1"
"71012";"1.00";"8005050101150";"1"
"71013";"1.00";"8032841701053";"1"
"71014";"1.00";"8032841701992";"1"
"71015";"1.00";"8032841701107";"1"
"71016";"1.00";"8032841701114";"1"
"71017";"1.00";"8032841701138";"1"
"71018";"1.00";"8032841701176";"1"
"71019";"1.00";"8032841701169";"1"
"71020";"1.00";"8032841701145";"1"
"71021";"1.00";"8032841701312";"1"
"71022";"1.00";"8032986071028";"1"
"71023";"1.00";"8032986071011";"1"
"71024";"1.00";"8032986071004";"1"
"71025";"1.00";"8391135710257";"1"
"71026";"1.00";"8391135710264";"1"
"71027";"1.00";"8391135710271";"1"
"71028";"1.00";"8391135710288";"1"
"71029";"1.00";"8391135710295";"1"
"71030";"1.00";"8391135710301";"1"
"71031";"1.00";"8391135710318";"1"
"71032";"1.00";"8391135710325";"1"
"71033";"1.00";"8391135710332";"1"
"71034";"1.00";"8007256967806";"1"
"71035";"1.00";"8007256967790";"1"
"71036";"1.00";"8007256967783";"1"
"71037";"1.00";"8007256964409";"1"
"71038";"1.00";"8007256967769";"1"
"71039";"1.00";"8007256968414";"1"
"71040";"1.00";"8391135710400";"1"
"71041";"1.00";"8391135710417";"1"
"71042";"1.00";"8014512000306";"1"
"71043";"1.00";"8391135710431";"1"
"71044";"1.00";"8014512003093";"1"
"71045";"1.00";"8014512000054";"1"
"71046";"1.00";"8391135710462";"1"
"71047";"1.00";"8391135710479";"1"
"71048";"1.00";"8032529641947";"1"
"71049";"1.00";"8032529641930";"1"
"71050";"1.00";"8391135710509";"1"
"71051";"1.00";"8391135710516";"1"
"71052";"1.00";"8391135710523";"1"
"71053";"1.00";"8009345025008";"1"
"71054";"1.00";"8009345205004";"1"
"71055";"1.00";"8009345105007";"1"
"71056";"1.00";"8013862000059";"1"
"71057";"1.00";"8013862000318";"1"
"71058";"1.00";"8013862000158";"1"
"71059";"1.00";"8013862000325";"1"
"71060";"1.00";"8006911001107";"1"
"71061";"1.00";"8006911000018";"1"
"71062";"1.00";"8006911002869";"1"
"71063";"1.00";"8006911001138";"1"
"71063";"1.00";"695764800500";"0"
"71064";"1.00";"8006911001282";"1"
"71065";"1.00";"8006911001688";"1"
"71066";"1.00";"8006911001213";"1"
"71067";"1.00";"8006911001275";"1"
"71068";"1.00";"8006911001640";"1"
"71069";"1.00";"8006911001558";"1"
"71070";"1.00";"8391135710707";"1"
"71071";"1.00";"8013862000998";"1"
"71072";"1.00";"8013862000301";"1"
"71073";"1.00";"8013862000103";"1"
"71074";"1.00";"8391135710745";"1"
"71075";"1.00";"8010835000856";"1"
"71076";"1.00";"8391135710769";"1"
"71077";"1.00";"8391135710776";"1"
"71078";"1.00";"8391135710783";"1"
"71079";"1.00";"8391135710790";"1"
"71080";"1.00";"4052667021573";"1"
"71081";"1.00";"8391135710813";"1"
"71082";"1.00";"8009838000369";"1"
"71083";"1.00";"8391135710837";"1"
"71084";"1.00";"8391135710844";"1"
"71085";"1.00";"8007153001597";"1"
"71086";"1.00";"8391135710868";"1"
"71087";"1.00";"8391135710875";"1"
"71088";"1.00";"8391135710882";"1"
"71089";"1.00";"8006165387132";"1"
"71090";"1.00";"8006165385664";"1"
"71091";"1.00";"8006165387057";"1"
"71092";"1.00";"8006165384865";"1"
"71093";"1.00";"8006165386043";"1"
"71094";"1.00";"8006165386104";"1"
"71095";"1.00";"8006165386524";"1"
"71096";"1.00";"8006165386067";"1"
"71097";"1.00";"8006165387095";"1"
"71098";"1.00";"8006165386081";"1"
"71099";"1.00";"8006165386562";"1"
"71100";"1.00";"8391135711001";"1"
"71101";"1.00";"8391135711018";"1"
"71102";"1.00";"8006165381895";"1"
"71103";"1.00";"8010835003062";"1"
"71104";"1.00";"8391135711049";"1"
"71104";"1.00";"8028167001168";"0"
"71105";"1.00";"8032790590005";"1"
"71106";"1.00";"8032601610304";"1"
"71107";"1.00";"71107";"0"
"71107";"1.00";"8391135711070";"1"
"71108";"1.00";"8030006000126";"1"
"71109";"1.00";"8391135711094";"1"
"71110";"1.00";"8021212000062";"1"
"71111";"1.00";"8021212000017";"1"
"71112";"1.00";"8391135711124";"1"
"71113";"1.00";"8391135711131";"1"
"71114";"1.00";"8391135711148";"1"
"71115";"1.00";"8028167001465";"1"
"71116";"1.00";"8391135711162";"1"
"71117";"1.00";"8391135711179";"1"
"71118";"1.00";"8391135711186";"1"
"71119";"1.00";"8391135711193";"1"
"71120";"1.00";"8391135711209";"1"
"71121";"1.00";"8391135711216";"1"
"71122";"1.00";"8391135711223";"1"
"71123";"1.00";"8007153001573";"1"
"71124";"1.00";"8008775544059";"1"
"71125";"1.00";"8032601610052";"1"
"71126";"1.00";"8032601610069";"1"
"71127";"1.00";"8032601610076";"1"
"71128";"1.00";"8032601610083";"1"
"71129";"1.00";"8032601610090";"1"
"71130";"1.00";"8032601610106";"1"
"71131";"1.00";"8032601610113";"1"
"71132";"1.00";"8032601610120";"1"
"71133";"1.00";"8032601610137";"1"
"71134";"1.00";"8032601610144";"1"
"71135";"1.00";"8032601610151";"1"
"71136";"1.00";"8006165376327";"1"
"71137";"1.00";"8006165382618";"1"
"71138";"1.00";"8006165372282";"1"
"71139";"1.00";"8006165386029";"1"
"71140";"1.00";"8007153002600";"1"
"71141";"1.00";"8007153001436";"1"
"71142";"1.00";"8391135711421";"1"
"71143";"1.00";"8006911001718";"1"
"71144";"1.00";"8006911001732";"1"
"71145";"1.00";"8006911001756";"1"
"71146";"1.00";"8001250220011";"1"
"71147";"1.00";"8007153008039";"1"
"71148";"1.00";"8007153001849";"1"
"71149";"1.00";"8006911001565";"1"
"71150";"1.00";"8007270110158";"1"
"71151";"1.00";"8007270012582";"1"
"71152";"1.00";"8016587000267";"1"
"71153";"1.00";"8391135711537";"1"
"71154";"1.00";"8391135711544";"1"
"71154";"1.00";"8013388100462";"0"
"71155";"1.00";"8013388100530";"1"
"71156";"1.00";"8391135711568";"1"
"71157";"1.00";"8391135711575";"1"
"71158";"1.00";"8391135711582";"1"
"71159";"1.00";"8391135711599";"1"
"71160";"1.00";"8391135711605";"1"
"71161";"1.00";"22";"1"
"71162";"1.00";"8391135711629";"1"
"71163";"1.00";"8016587000052";"1"
"71164";"1.00";"8016587000021";"1"
"71165";"1.00";"8006911001947";"1"
"71166";"1.00";"8391135711667";"1"
"71167";"1.00";"8007153001177";"1"
"71168";"1.00";"8391135711681";"1"
"71169";"1.00";"8005140001124";"1"
"71170";"1.00";"8005140001117";"1"
"71171";"1.00";"8005140002107";"1"
"71172";"1.00";"8005140002121";"1"
"71173";"1.00";"8000571023431";"1"
"71174";"1.00";"8032615713138";"1"
"71175";"1.00";"8006911002098";"1"
"71176";"1.00";"8006911002081";"1"
"71177";"1.00";"8006911002111";"1"
"71178";"1.00";"8006911002104";"1"
"71178";"1.00";"695764801323";"0"
"71179";"1.00";"8006911002074";"1"
"71180";"1.00";"8006911002067";"1"
"71181";"1.00";"8391135711810";"1"
"71182";"1.00";"8391135711827";"1"
"71183";"1.00";"8391135711834";"1"
"71184";"1.00";"8000350000080";"1"
"71185";"1.00";"8391135711858";"1"
"71186";"1.00";"8391135711865";"1"
"71187";"1.00";"8391135711872";"1"
"71188";"1.00";"8391135711889";"1"
"71189";"1.00";"8032601610175";"1"
"71190";"1.00";"8391135711902";"1"
"71191";"1.00";"8030853001048";"1"
"71192";"1.00";"8032692810027";"1"
"71193";"1.00";"8391135711933";"1"
"71194";"1.00";"8391135711940";"1"
"71195";"1.00";"8030853001024";"1"
"71196";"1.00";"8391135711964";"1"
"71197";"1.00";"8391135711971";"1"
"71198";"1.00";"8391135711988";"1"
"71199";"1.00";"8391135711995";"1"
"71200";"1.00";"8391135712008";"1"
"71201";"1.00";"8391135712015";"1"
"71202";"1.00";"8032869630045";"1"
"71203";"1.00";"8391135712039";"1"
"71204";"1.00";"8030853001222";"1"
"71205";"1.00";"8391135712053";"0"
"71205";"1.00";"8032601610663";"1"
"71206";"1.00";"8058456850016";"1"
"71207";"1.00";"8033928640241";"1"
"71208";"1.00";"8033928640357";"1"
"71209";"1.00";"8033928640364";"1"
"71210";"1.00";"8033928640258";"1"
"71211";"1.00";"8006165375177";"1"
"71212";"1.00";"8006911002432";"1"
"71212";"1.00";"8006911004078";"0"
"71213";"1.00";"8006911002449";"1"
"71214";"1.00";"8030853001017";"1"
"71215";"1.00";"8011845001062";"1"
"71216";"1.00";"8391135712169";"1"
"71217";"1.00";"8391135712176";"1"
"71218";"1.00";"8053264990022";"1"
"71219";"1.00";"8053264990114";"1"
"71220";"1.00";"8006911002685";"1"
"71221";"1.00";"8006911002715";"1"
"71222";"1.00";"8006911002708";"1"
"71223";"1.00";"8006911002692";"1"
"71224";"1.00";"71224";"1"
"71225";"1.00";"8006911002753";"1"
"71226";"1.00";"71226";"1"
"71227";"1.00";"8016587000311";"1"
"71228";"1.00";"8391135712282";"1"
"71229";"1.00";"8391135712299";"1"
"71230";"1.00";"8391135712305";"1"
"71231";"1.00";"8013862003203";"1"
"71232";"1.00";"8016587000250";"1"
"71233";"1.00";"8030853004025";"1"
"71234";"1.00";"8032781000810";"1"
"71235";"1.00";"8014512000016";"1"
"71237";"1.00";"8391135712374";"1"
"71238";"1.00";"8001250260017";"1"
"71239";"1.00";"8001250280107";"1"
"71240";"1.00";"8006165390422";"1"
"71241";"1.00";"8006165390446";"1"
"71242";"1.00";"8006165385961";"1"
"71243";"1.00";"8006165392099";"1"
"71244";"1.00";"8391135712442";"1"
"71245";"1.00";"8012386270252";"1"
"71246";"1.00";"8030853002519";"1"
"71247";"1.00";"8053264990121";"1"
"71248";"1.00";"8058456850054";"1"
"71249";"1.00";"8391135712497";"1"
"71250";"1.00";"8032601610748";"1"
"71251";"1.00";"8032601610182";"0"
"71251";"1.00";"8391135712510";"1"
"71252";"1.00";"8437006273169";"1"
"71253";"1.00";"8032632625018";"1"
"71254";"1.00";"8391135712541";"1"
"71255";"1.00";"8391135712558";"1"
"71256";"1.00";"8028632002010";"1"
"71257";"1.00";"8391135712572";"1"
"71258";"1.00";"8006911000087";"1"
"71260";"1.00";"8028632003017";"1"
"71261";"1.00";"8028632001013";"1"
"71262";"1.00";"8391135712626";"1"
"71263";"1.00";"71263";"1"
"71264";"1.00";"8391135712640";"1"
"71265";"1.00";"8391135712657";"1"
"71266";"1.00";"8391135712664";"1"
"71267";"1.00";"8391135712671";"1"
"71268";"1.00";"8391135712688";"1"
"71269";"1.00";"8391135712695";"1"
"71270";"1.00";"8391135712701";"1"
"71271";"1.00";"8000188207316";"1"
"71272";"1.00";"8391135712725";"1"
"71272";"1.00";"8006911001350";"0"
"71273";"1.00";"8391135712732";"1"
"71274";"1.00";"8391135712749";"1"
"71275";"1.00";"8391135712756";"1"
"71276";"1.00";"8032853080375";"1"
